,label
protein-16796,0
protein-58460,0
protein-31460,1
protein-4241,0
protein-37859,0
protein-31029,1
protein-6467,1
protein-41166,1
protein-46993,0
protein-56421,1
protein-24683,0
protein-47068,0
protein-1316,0
protein-12719,1
protein-59333,0
protein-9224,1
protein-49491,0
protein-44018,1
protein-10353,1
protein-39180,1
protein-44190,0
protein-62846,1
protein-55906,0
protein-5720,0
protein-28600,1
protein-23369,0
protein-13579,1
protein-14910,0
protein-1047,0
protein-17969,0
protein-56086,0
protein-15965,1
protein-52149,0
protein-30346,0
protein-14942,0
protein-52997,0
protein-35907,0
protein-53311,1
protein-51590,0
protein-32239,0
protein-1773,0
protein-46177,1
protein-43614,0
protein-45638,1
protein-1288,0
protein-3949,1
protein-40550,0
protein-2622,1
protein-24537,0
protein-51852,1
protein-28429,1
protein-22985,1
protein-53810,0
protein-23359,0
protein-49542,0
protein-62314,0
protein-17545,0
protein-35007,1
protein-64050,0
protein-1206,0
protein-52595,1
protein-56837,1
protein-24498,0
protein-57296,1
protein-42693,1
protein-562,0
protein-33293,0
protein-25915,1
protein-56488,1
protein-64378,0
protein-40531,0
protein-44121,0
protein-29553,0
protein-57613,0
protein-59252,1
protein-17247,0
protein-48316,0
protein-39541,1
protein-63149,0
protein-20855,0
protein-10000,0
protein-52706,0
protein-3826,0
protein-4959,0
protein-63813,0
protein-63687,0
protein-24720,0
protein-44468,1
protein-63055,1
protein-47156,0
protein-14583,0
protein-53877,0
protein-8897,1
protein-10012,0
protein-21501,1
protein-42922,0
protein-15071,1
protein-56937,1
protein-53136,0
protein-8978,1
protein-3055,0
protein-11687,1
protein-62074,1
protein-33633,0
protein-886,0
protein-22714,1
protein-63327,1
protein-42782,1
protein-38043,1
protein-24404,1
protein-38843,1
protein-62360,0
protein-46488,1
protein-44017,1
protein-750,0
protein-30894,0
protein-2356,1
protein-36206,0
protein-12345,1
protein-20408,1
protein-58680,1
protein-30864,0
protein-32528,1
protein-8913,1
protein-17992,0
protein-30569,0
protein-61137,0
protein-46671,1
protein-12621,1
protein-12518,1
protein-6211,0
protein-29582,1
protein-46279,1
protein-23460,0
protein-37592,0
protein-10668,1
protein-38796,1
protein-3700,0
protein-46036,1
protein-1330,0
protein-27121,1
protein-14035,0
protein-58218,0
protein-18544,1
protein-21554,1
protein-52577,1
protein-37894,0
protein-1572,0
protein-46167,1
protein-34871,1
protein-15699,1
protein-29144,0
protein-27656,1
protein-38479,1
protein-50489,0
protein-40315,0
protein-28545,1
protein-52970,0
protein-18459,1
protein-28326,1
protein-62407,1
protein-51368,1
protein-24719,0
protein-186,0
protein-44217,0
protein-53869,0
protein-2807,0
protein-44038,0
protein-20810,0
protein-39086,1
protein-11851,1
protein-45072,1
protein-2203,0
protein-3478,0
protein-48099,0
protein-24672,0
protein-8266,1
protein-15629,1
protein-12050,1
protein-58852,0
protein-696,0
protein-13777,1
protein-56566,1
protein-60961,1
protein-16869,1
protein-42659,0
protein-3734,0
protein-53392,1
protein-28251,1
protein-13003,1
protein-52999,0
protein-43427,0
protein-17692,0
protein-15265,1
protein-45755,1
protein-47627,0
protein-60970,1
protein-9892,0
protein-57599,0
protein-51234,0
protein-2451,0
protein-1505,0
protein-3769,0
protein-51112,1
protein-31951,0
protein-28789,1
protein-60055,0
protein-30558,0
protein-30000,1
protein-43737,0
protein-11805,1
protein-22120,0
protein-14313,0
protein-42738,1
protein-18758,1
protein-11759,1
protein-36898,0
protein-17873,0
protein-11022,1
protein-3528,0
protein-29950,1
protein-767,0
protein-41812,1
protein-17188,0
protein-53792,0
protein-14231,1
protein-15214,1
protein-48879,0
protein-53997,0
protein-61817,1
protein-49987,0
protein-63102,0
protein-23590,0
protein-33094,0
protein-20382,1
protein-14688,0
protein-43575,0
protein-3690,0
protein-28865,1
protein-22594,1
protein-49129,0
protein-32810,0
protein-56444,1
protein-22215,0
protein-24679,0
protein-34552,1
protein-52583,1
protein-38378,1
protein-55336,1
protein-6596,1
protein-62822,1
protein-26275,1
protein-8230,1
protein-20250,1
protein-44894,1
protein-19308,0
protein-11613,1
protein-29145,0
protein-19344,0
protein-59212,1
protein-25318,1
protein-60254,0
protein-57313,1
protein-21321,1
protein-52422,1
protein-26577,1
protein-32281,1
protein-19113,0
protein-14329,0
protein-16486,0
protein-55957,1
protein-61377,1
protein-22769,1
protein-50100,0
protein-10020,0
protein-41996,1
protein-60708,1
protein-48452,0
protein-11676,1
protein-22297,1
protein-63842,0
protein-62110,1
protein-57095,1
protein-10163,0
protein-38724,1
protein-11729,1
protein-46549,1
protein-56823,1
protein-41840,1
protein-27856,1
protein-43504,0
protein-36818,0
protein-24624,1
protein-47653,0
protein-13220,1
protein-38853,1
protein-47808,0
protein-39721,0
protein-61092,0
protein-17252,0
protein-1689,1
protein-27247,1
protein-36765,0
protein-20805,0
protein-57524,1
protein-2845,0
protein-62432,0
protein-13044,1
protein-46776,1
protein-62686,1
protein-46535,1
protein-64148,0
protein-44615,1
protein-62221,1
protein-24393,1
protein-46906,0
protein-19904,0
protein-33598,0
protein-28565,1
protein-21038,1
protein-32954,0
protein-21281,1
protein-5547,0
protein-26077,1
protein-23391,0
protein-24738,0
protein-21562,1
protein-22677,1
protein-44476,1
protein-22756,1
protein-4575,1
protein-55958,1
protein-63202,0
protein-56355,1
protein-36729,1
protein-63503,0
protein-29622,1
protein-24084,0
protein-20906,1
protein-56621,0
protein-32222,0
protein-47137,0
protein-28430,1
protein-12057,1
protein-394,1
protein-54409,1
protein-64434,1
protein-49870,0
protein-27183,1
protein-868,1
protein-31002,0
protein-11145,0
protein-33202,0
protein-44070,0
protein-61555,1
protein-16738,0
protein-14690,0
protein-33373,0
protein-14049,0
protein-56480,1
protein-2775,0
protein-5030,0
protein-55391,1
protein-58038,0
protein-25707,1
protein-9681,0
protein-61881,1
protein-3572,0
protein-30375,0
protein-30478,0
protein-23055,1
protein-18209,1
protein-9990,0
protein-46899,0
protein-36787,0
protein-17424,0
protein-49821,0
protein-63359,0
protein-6186,1
protein-18042,0
protein-45970,1
protein-47433,0
protein-36628,1
protein-15413,0
protein-36727,1
protein-20320,1
protein-10283,0
protein-24867,1
protein-10615,1
protein-59701,1
protein-33309,1
protein-1750,0
protein-25166,1
protein-60716,1
protein-52766,0
protein-63620,0
protein-57580,0
protein-26136,1
protein-10842,0
protein-39433,1
protein-13135,1
protein-60982,1
protein-50668,0
protein-16266,0
protein-976,0
protein-40615,0
protein-30580,0
protein-5120,0
protein-7819,1
protein-30284,1
protein-52093,1
protein-18009,0
protein-15347,1
protein-37717,0
protein-35959,0
protein-2633,1
protein-361,1
protein-41405,0
protein-40594,0
protein-19229,0
protein-20127,0
protein-15794,1
protein-31812,1
protein-41519,0
protein-54264,0
protein-54776,0
protein-7040,1
protein-17112,0
protein-3897,0
protein-31855,1
protein-5910,1
protein-124,0
protein-17790,0
protein-41872,1
protein-39359,1
protein-21095,1
protein-42333,0
protein-14461,0
protein-11856,1
protein-61996,0
protein-6097,1
protein-34537,1
protein-43915,0
protein-10220,0
protein-49044,0
protein-49516,0
protein-1453,1
protein-53900,0
protein-62584,1
protein-63026,1
protein-9093,1
protein-31024,1
protein-62193,1
protein-35575,1
protein-35450,0
protein-52899,0
protein-44457,1
protein-63076,0
protein-44469,1
protein-3315,0
protein-54601,1
protein-16946,1
protein-12883,1
protein-20979,1
protein-8397,1
protein-64262,1
protein-49313,0
protein-20498,0
protein-60143,0
protein-26448,0
protein-15774,1
protein-136,0
protein-38846,1
protein-24223,0
protein-28790,1
protein-31797,1
protein-38625,1
protein-24337,0
protein-2945,1
protein-29838,1
protein-27945,1
protein-32204,0
protein-46286,1
protein-5466,0
protein-10225,0
protein-30890,0
protein-27471,1
protein-22697,1
protein-48184,0
protein-45322,1
protein-26623,1
protein-36006,0
protein-59307,1
protein-41339,1
protein-17712,0
protein-36029,0
protein-18914,0
protein-15106,1
protein-14411,0
protein-43824,0
protein-47371,0
protein-55329,1
protein-12019,1
protein-42077,1
protein-22242,0
protein-12686,1
protein-38830,1
protein-11400,1
protein-21704,1
protein-64413,0
protein-64130,0
protein-11487,1
protein-38656,1
protein-17918,0
protein-60179,0
protein-11972,1
protein-14539,0
protein-44322,0
protein-2381,1
protein-1237,0
protein-60653,0
protein-8797,1
protein-28726,1
protein-62299,0
protein-5405,0
protein-45039,1
protein-35810,0
protein-9134,1
protein-23363,0
protein-13218,1
protein-23974,0
protein-49741,0
protein-24454,0
protein-54815,1
protein-55149,1
protein-30876,0
protein-63941,0
protein-41930,1
protein-63980,0
protein-36493,1
protein-59386,0
protein-54235,0
protein-55239,1
protein-22829,1
protein-21735,0
protein-24219,0
protein-34134,1
protein-23808,1
protein-61885,1
protein-35973,0
protein-54053,0
protein-37211,1
protein-32344,1
protein-58157,0
protein-29466,1
protein-58431,0
protein-13347,1
protein-19351,0
protein-34834,1
protein-13679,1
protein-25490,1
protein-1859,1
protein-5062,0
protein-42712,1
protein-18244,1
protein-16894,1
protein-21332,1
protein-26462,0
protein-4976,0
protein-17876,0
protein-40408,0
protein-17416,0
protein-35609,1
protein-63500,0
protein-29225,1
protein-421,0
protein-2793,0
protein-48362,0
protein-10898,1
protein-5208,0
protein-29031,1
protein-32526,1
protein-26094,1
protein-23376,0
protein-56885,1
protein-37463,0
protein-15132,1
protein-16580,0
protein-29127,0
protein-6625,1
protein-55264,1
protein-15818,1
protein-7713,1
protein-49042,0
protein-44489,1
protein-1018,0
protein-60190,0
protein-15964,1
protein-9413,0
protein-38488,1
protein-39270,1
protein-8193,1
protein-52121,0
protein-17987,0
protein-62464,1
protein-54163,1
protein-29347,1
protein-19886,1
protein-22037,0
protein-19300,0
protein-43146,0
protein-32148,0
protein-3719,0
protein-5889,1
protein-55425,1
protein-50046,0
protein-51399,1
protein-10115,0
protein-50778,1
protein-58526,0
protein-60651,0
protein-32395,1
protein-24887,1
protein-53289,1
protein-41120,0
protein-31211,1
protein-57684,0
protein-44856,1
protein-25702,1
protein-52982,0
protein-15585,1
protein-17482,0
protein-13019,1
protein-30859,0
protein-32325,1
protein-2795,0
protein-22538,1
protein-28356,1
protein-62126,1
protein-29738,1
protein-57100,1
protein-40488,0
protein-18868,0
protein-30470,0
protein-22482,1
protein-56420,1
protein-59427,0
protein-36590,1
protein-12823,1
protein-31819,1
protein-7089,1
protein-41634,1
protein-45535,1
protein-51779,1
protein-63863,0
protein-46026,1
protein-55206,1
protein-37078,1
protein-48492,0
protein-19291,0
protein-44438,1
protein-51477,1
protein-12203,1
protein-48754,1
protein-20836,0
protein-26980,1
protein-24592,1
protein-6422,1
protein-25500,1
protein-20991,1
protein-52275,0
protein-37430,1
protein-13514,1
protein-41620,1
protein-12579,1
protein-32358,1
protein-19675,0
protein-21158,0
protein-41371,0
protein-35886,0
protein-23137,1
protein-48772,1
protein-20099,0
protein-60963,1
protein-12360,1
protein-3847,0
protein-48473,0
protein-15300,1
protein-63474,0
protein-36159,0
protein-25270,0
protein-48717,1
protein-56909,1
protein-3262,0
protein-12527,1
protein-29849,1
protein-45042,1
protein-52783,1
protein-59313,1
protein-51624,0
protein-51452,1
protein-56999,1
protein-28378,1
protein-20544,0
protein-6024,1
protein-15041,1
protein-11092,0
protein-52621,1
protein-56757,1
protein-13473,1
protein-45478,1
protein-37829,0
protein-59173,1
protein-7592,1
protein-29660,1
protein-7507,1
protein-51941,1
protein-9214,1
protein-42019,1
protein-10835,0
protein-29535,0
protein-42172,1
protein-8728,1
protein-15750,0
protein-14933,0
protein-1536,0
protein-63386,0
protein-31575,1
protein-31326,1
protein-6308,0
protein-13804,1
protein-14029,0
protein-32423,1
protein-26298,1
protein-3653,0
protein-22725,1
protein-62701,1
protein-36416,0
protein-54856,1
protein-42313,0
protein-50750,1
protein-16623,1
protein-6256,0
protein-63369,0
protein-46751,1
protein-26099,1
protein-63283,1
protein-5715,0
protein-26421,0
protein-28004,1
protein-30774,0
protein-7314,1
protein-29342,0
protein-31427,1
protein-51774,1
protein-58850,1
protein-43056,0
protein-61802,1
protein-58275,0
protein-56849,1
protein-51564,0
protein-60910,1
protein-46588,1
protein-28605,1
protein-48673,1
protein-57368,1
protein-13902,1
protein-57584,0
protein-30087,0
protein-38693,1
protein-53024,0
protein-8431,1
protein-246,0
protein-5484,0
protein-38093,1
protein-63072,1
protein-2365,1
protein-4308,1
protein-61116,0
protein-8801,1
protein-31887,1
protein-49671,0
protein-31517,1
protein-56212,1
protein-47884,0
protein-5278,0
protein-24550,1
protein-33476,0
protein-32161,0
protein-16048,1
protein-1579,0
protein-28673,1
protein-27236,1
protein-20182,0
protein-60320,1
protein-60,0
protein-34188,0
protein-10598,1
protein-16152,1
protein-40029,1
protein-36749,1
protein-10770,1
protein-16322,0
protein-926,0
protein-34131,1
protein-29024,1
protein-30689,0
protein-52848,1
protein-55739,0
protein-33824,0
protein-54825,1
protein-20148,0
protein-40012,1
protein-18255,1
protein-57343,1
protein-17551,0
protein-22921,1
protein-28164,1
protein-25845,1
protein-40957,0
protein-2145,0
protein-2168,0
protein-17804,0
protein-36682,1
protein-31231,1
protein-43678,0
protein-15059,1
protein-15355,1
protein-56345,1
protein-46457,1
protein-46771,1
protein-21201,1
protein-16328,0
protein-50394,1
protein-44031,0
protein-2206,0
protein-60727,1
protein-50363,1
protein-25324,1
protein-16018,1
protein-53178,0
protein-58229,0
protein-64124,0
protein-22806,1
protein-13521,1
protein-25948,1
protein-6678,1
protein-61603,1
protein-12329,1
protein-3541,0
protein-64161,0
protein-1523,0
protein-13433,1
protein-6447,1
protein-30139,0
protein-4291,1
protein-26341,1
protein-42092,1
protein-31030,1
protein-22661,1
protein-12551,1
protein-23224,0
protein-37360,1
protein-56613,0
protein-14531,0
protein-52233,0
protein-6622,1
protein-33684,0
protein-973,0
protein-19428,0
protein-60888,1
protein-54647,1
protein-10549,0
protein-12802,1
protein-22882,1
protein-49457,0
protein-6729,1
protein-55381,1
protein-37176,1
protein-52446,1
protein-3412,0
protein-3134,0
protein-1188,0
protein-16945,1
protein-50751,1
protein-26128,1
protein-19084,0
protein-32700,0
protein-1145,0
protein-13636,1
protein-46861,0
protein-31603,1
protein-45635,1
protein-62919,1
protein-41552,1
protein-12588,1
protein-46644,1
protein-53196,0
protein-23656,0
protein-64557,0
protein-49024,0
protein-51631,0
protein-49534,0
protein-22798,1
protein-59506,0
protein-4724,0
protein-15064,1
protein-26710,1
protein-62904,1
protein-61940,0
protein-11527,1
protein-29153,0
protein-31644,1
protein-25403,1
protein-15219,1
protein-3718,0
protein-41860,1
protein-17529,0
protein-20752,1
protein-33927,0
protein-20779,0
protein-40900,0
protein-62942,1
protein-6332,0
protein-29005,1
protein-24123,0
protein-26489,0
protein-20267,1
protein-61257,0
protein-36689,1
protein-55787,0
protein-36641,1
protein-60666,0
protein-21192,1
protein-30313,0
protein-3681,0
protein-41408,0
protein-15731,1
protein-60374,1
protein-27602,1
protein-20557,0
protein-23988,0
protein-17425,0
protein-61743,1
protein-57505,1
protein-15406,0
protein-29401,1
protein-26606,1
protein-5319,0
protein-56565,1
protein-46757,1
protein-2661,1
protein-7783,1
protein-47949,0
protein-36974,0
protein-57066,1
protein-19440,0
protein-27470,1
protein-42837,0
protein-45419,1
protein-21415,1
protein-45567,1
protein-15845,1
protein-12566,1
protein-47406,0
protein-24795,0
protein-38582,1
protein-48599,1
protein-3729,0
protein-2967,0
protein-51100,1
protein-53085,0
protein-30334,0
protein-24516,0
protein-6031,1
protein-29115,0
protein-44747,1
protein-33512,0
protein-59006,0
protein-16440,0
protein-42889,0
protein-57367,1
protein-43445,0
protein-30703,0
protein-22291,1
protein-49992,0
protein-43274,0
protein-40059,1
protein-16516,0
protein-8042,1
protein-13072,1
protein-5869,1
protein-54766,1
protein-7022,1
protein-20326,1
protein-20754,1
protein-61534,1
protein-15479,1
protein-32864,0
protein-39048,1
protein-9797,0
protein-60535,0
protein-29479,1
protein-43930,1
protein-57878,0
protein-63870,0
protein-16757,0
protein-1269,0
protein-46853,0
protein-46969,0
protein-51085,1
protein-55424,1
protein-12953,1
protein-61402,1
protein-8989,1
protein-19941,0
protein-23193,0
protein-61563,1
protein-56402,1
protein-15901,1
protein-6104,1
protein-40034,1
protein-42580,0
protein-46187,1
protein-63383,0
protein-14333,0
protein-53768,1
protein-16216,0
protein-59945,1
protein-26826,0
protein-62585,1
protein-4875,0
protein-8646,1
protein-32459,1
protein-48583,1
protein-15892,1
protein-1086,0
protein-31673,1
protein-37057,1
protein-40001,1
protein-38469,1
protein-30281,1
protein-3583,0
protein-55581,0
protein-15688,1
protein-3296,0
protein-55412,1
protein-20786,0
protein-64518,0
protein-35172,0
protein-22094,0
protein-40069,1
protein-8127,1
protein-57306,1
protein-38604,1
protein-21831,0
protein-18494,0
protein-37555,0
protein-19330,0
protein-27576,1
protein-33179,0
protein-56349,1
protein-46584,1
protein-34506,1
protein-14680,0
protein-59744,1
protein-35585,1
protein-13050,1
protein-16075,1
protein-51761,1
protein-44336,1
protein-54595,1
protein-42286,0
protein-11444,0
protein-48049,0
protein-37354,1
protein-449,0
protein-22269,1
protein-14588,0
protein-48262,0
protein-37186,1
protein-14419,0
protein-60659,0
protein-36810,0
protein-48061,0
protein-12742,1
protein-18039,0
protein-49686,0
protein-23267,0
protein-41307,1
protein-26249,1
protein-48254,0
protein-50887,1
protein-32236,0
protein-10559,0
protein-19924,0
protein-10512,0
protein-12622,1
protein-32037,0
protein-40744,1
protein-60687,1
protein-16320,0
protein-58058,0
protein-14025,0
protein-59012,0
protein-19216,0
protein-37280,1
protein-46313,1
protein-41738,1
protein-37285,1
protein-57223,1
protein-18632,0
protein-10102,0
protein-11914,1
protein-22742,1
protein-1136,0
protein-55709,1
protein-45217,1
protein-36282,0
protein-35608,1
protein-54329,1
protein-24718,0
protein-22876,1
protein-37483,0
protein-50021,0
protein-51082,1
protein-13847,1
protein-56720,0
protein-62411,1
protein-9910,0
protein-19085,0
protein-9935,0
protein-42149,1
protein-50721,1
protein-24553,1
protein-51747,1
protein-7483,1
protein-11753,1
protein-64554,0
protein-64200,0
protein-14067,0
protein-52059,1
protein-49487,0
protein-27679,1
protein-55645,1
protein-41020,0
protein-6307,0
protein-58489,0
protein-63164,1
protein-6029,1
protein-2459,0
protein-63133,0
protein-24045,0
protein-60892,1
protein-41952,1
protein-46822,1
protein-63878,0
protein-21602,0
protein-58762,1
protein-2416,0
protein-63742,0
protein-20279,1
protein-8862,1
protein-60836,1
protein-33328,1
protein-42842,0
protein-36411,0
protein-63459,0
protein-4537,1
protein-18657,0
protein-62003,0
protein-14657,0
protein-43929,1
protein-62780,1
protein-51686,0
protein-611,1
protein-7947,1
protein-38492,1
protein-6519,1
protein-4554,1
protein-38120,1
protein-64003,0
protein-50329,1
protein-33412,0
protein-56656,0
protein-54049,0
protein-3206,0
protein-52613,1
protein-20704,1
protein-40627,0
protein-31249,1
protein-25060,1
protein-38102,1
protein-8295,1
protein-44374,1
protein-60021,0
protein-24534,0
protein-2322,1
protein-39314,1
protein-46912,0
protein-40333,0
protein-5089,0
protein-28479,1
protein-24968,0
protein-39039,1
protein-56927,1
protein-35292,0
protein-16111,1
protein-10692,1
protein-21180,1
protein-33646,0
protein-44389,1
protein-29273,1
protein-29161,0
protein-52835,1
protein-11660,1
protein-8402,1
protein-47715,0
protein-50764,1
protein-16745,0
protein-54131,1
protein-50488,0
protein-2200,0
protein-61454,1
protein-22790,1
protein-21463,1
protein-7088,1
protein-15222,1
protein-36908,0
protein-11698,1
protein-10506,0
protein-12748,1
protein-7945,1
protein-63766,1
protein-52938,0
protein-52349,0
protein-37656,0
protein-59765,1
protein-42746,1
protein-1070,0
protein-23141,1
protein-17907,0
protein-54086,1
protein-25222,0
protein-36095,0
protein-49148,0
protein-53472,0
protein-13103,1
protein-30181,0
protein-13741,1
protein-53915,0
protein-12837,1
protein-58219,0
protein-21922,0
protein-36045,0
protein-54243,0
protein-32192,0
protein-55963,1
protein-24917,0
protein-47107,0
protein-25227,0
protein-18166,0
protein-17500,0
protein-9149,1
protein-44401,1
protein-31094,1
protein-55824,0
protein-49776,0
protein-15830,1
protein-50808,1
protein-22283,1
protein-49888,0
protein-42502,1
protein-14966,1
protein-55292,1
protein-51104,1
protein-64089,0
protein-34529,1
protein-51916,1
protein-35012,1
protein-23234,0
protein-45527,1
protein-11631,1
protein-52397,0
protein-23441,0
protein-42668,0
protein-1160,0
protein-11783,1
protein-62503,1
protein-6623,1
protein-64544,0
protein-40833,0
protein-61156,0
protein-18837,0
protein-36807,0
protein-37632,0
protein-44879,1
protein-61203,0
protein-47676,0
protein-18916,0
protein-35801,0
protein-49488,0
protein-63914,0
protein-42307,0
protein-53599,1
protein-19,0
protein-38242,1
protein-56769,1
protein-35004,1
protein-30510,1
protein-22101,0
protein-2600,1
protein-47534,0
protein-31001,0
protein-32041,0
protein-21541,1
protein-19299,0
protein-7703,1
protein-54161,1
protein-61760,1
protein-53601,1
protein-25440,1
protein-39612,1
protein-11407,1
protein-51765,1
protein-57039,1
protein-6445,1
protein-54008,0
protein-25347,1
protein-34246,1
protein-46255,1
protein-39384,1
protein-974,0
protein-10622,1
protein-7019,1
protein-58346,0
protein-46396,1
protein-60393,1
protein-40923,0
protein-30930,0
protein-42361,0
protein-22855,1
protein-57507,1
protein-62566,1
protein-40302,0
protein-47896,0
protein-54443,1
protein-45325,1
protein-50340,1
protein-31732,1
protein-27221,1
protein-2316,1
protein-26079,1
protein-12079,1
protein-38939,1
protein-40646,0
protein-56313,1
protein-59031,1
protein-24753,0
protein-32800,0
protein-4014,0
protein-36115,0
protein-14695,0
protein-25272,0
protein-13786,1
protein-48627,1
protein-7094,1
protein-17405,0
protein-16554,0
protein-34302,1
protein-41395,0
protein-15858,1
protein-17092,0
protein-2713,0
protein-20722,1
protein-56698,0
protein-60553,0
protein-29419,0
protein-8946,1
protein-19561,0
protein-17614,0
protein-30067,0
protein-58939,1
protein-62303,0
protein-578,0
protein-29296,1
protein-36584,1
protein-26189,1
protein-46494,1
protein-39436,1
protein-54877,1
protein-37683,0
protein-13373,1
protein-7900,1
protein-3948,1
protein-51562,0
protein-60153,0
protein-63662,0
protein-20654,1
protein-7530,1
protein-51345,1
protein-40430,0
protein-1625,0
protein-27783,1
protein-59490,0
protein-41732,1
protein-50451,0
protein-61425,1
protein-28521,1
protein-55301,1
protein-36309,0
protein-9757,0
protein-8692,1
protein-64303,1
protein-41296,1
protein-54137,1
protein-43506,0
protein-62669,1
protein-16594,0
protein-60997,1
protein-49472,0
protein-42251,0
protein-63970,0
protein-54954,0
protein-54741,1
protein-34881,1
protein-16081,1
protein-28492,1
protein-20036,0
protein-4391,0
protein-55750,0
protein-49670,0
protein-14888,0
protein-3480,0
protein-18540,1
protein-7459,1
protein-3673,0
protein-14228,1
protein-10439,1
protein-59303,1
protein-20000,0
protein-2004,0
protein-27432,1
protein-52448,1
protein-12073,1
protein-13214,1
protein-9137,1
protein-38923,1
protein-59452,0
protein-12265,1
protein-52090,1
protein-41304,1
protein-33925,0
protein-48548,1
protein-9896,0
protein-56789,1
protein-6193,1
protein-2249,0
protein-54318,1
protein-38331,1
protein-21259,1
protein-15853,1
protein-60758,1
protein-18539,1
protein-8288,1
protein-29605,1
protein-17342,0
protein-21152,1
protein-7671,1
protein-22453,1
protein-43631,0
protein-33763,0
protein-58520,0
protein-4601,1
protein-17455,0
protein-58632,0
protein-3818,0
protein-54653,1
protein-49564,0
protein-22128,0
protein-40427,0
protein-31433,1
protein-45740,1
protein-23675,0
protein-63025,1
protein-26380,1
protein-26872,0
protein-31059,1
protein-50612,0
protein-29871,1
protein-30031,0
protein-17380,0
protein-36079,0
protein-61795,1
protein-55834,0
protein-45417,1
protein-21514,1
protein-12376,1
protein-23268,0
protein-58910,1
protein-26552,0
protein-28976,1
protein-11831,1
protein-22384,1
protein-38478,1
protein-62484,1
protein-1242,0
protein-33800,0
protein-24692,0
protein-48593,1
protein-23374,0
protein-2566,0
protein-18883,0
protein-46156,1
protein-12921,1
protein-38271,1
protein-43648,0
protein-5996,1
protein-61695,1
protein-29531,0
protein-27642,1
protein-9183,1
protein-44207,0
protein-32438,1
protein-48883,0
protein-46880,0
protein-38861,1
protein-1200,0
protein-61833,1
protein-32327,0
protein-59127,1
protein-1693,1
protein-63765,1
protein-34478,1
protein-44831,1
protein-51851,1
protein-51332,1
protein-38419,1
protein-4436,0
protein-50153,0
protein-62574,1
protein-14824,0
protein-28640,1
protein-32229,0
protein-50901,1
protein-45077,1
protein-51544,0
protein-32481,1
protein-43532,0
protein-43478,0
protein-9014,1
protein-56067,0
protein-2989,0
protein-2690,0
protein-63520,0
protein-45959,1
protein-57013,1
protein-16953,1
protein-32883,0
protein-46784,1
protein-9530,0
protein-15410,0
protein-23619,0
protein-22593,1
protein-45465,1
protein-61919,0
protein-34528,1
protein-30887,0
protein-59184,1
protein-35766,0
protein-40599,0
protein-41879,1
protein-25580,1
protein-14801,0
protein-31055,1
protein-24062,0
protein-15099,1
protein-59693,1
protein-20056,0
protein-51796,1
protein-553,0
protein-41727,1
protein-38003,0
protein-60165,0
protein-12228,1
protein-45530,1
protein-11194,0
protein-15096,1
protein-41846,1
protein-64556,0
protein-9889,0
protein-38913,1
protein-33607,0
protein-51444,1
protein-52469,1
protein-27021,1
protein-16534,0
protein-5244,0
protein-56761,1
protein-416,0
protein-54886,1
protein-23259,0
protein-51484,1
protein-6487,1
protein-34931,1
protein-13873,1
protein-8612,1
protein-8331,1
protein-8432,1
protein-40424,0
protein-57471,1
protein-1433,1
protein-10616,1
protein-42510,1
protein-59531,1
protein-20300,1
protein-29608,1
protein-39279,1
protein-63473,0
protein-50528,0
protein-48001,0
protein-37341,1
protein-11161,0
protein-5178,0
protein-27263,1
protein-10467,1
protein-1964,0
protein-53964,0
protein-5447,0
protein-17470,0
protein-6675,1
protein-59485,0
protein-31546,1
protein-29603,1
protein-8956,1
protein-27398,1
protein-4272,1
protein-53770,1
protein-17039,0
protein-1703,1
protein-40429,0
protein-49752,0
protein-50199,1
protein-41472,0
protein-25514,1
protein-9555,0
protein-57080,1
protein-9455,0
protein-48287,0
protein-24731,0
protein-17695,0
protein-8105,1
protein-43986,1
protein-53406,1
protein-61505,1
protein-4090,1
protein-24249,0
protein-31694,1
protein-54807,1
protein-16507,0
protein-40444,0
protein-16445,0
protein-48780,1
protein-50697,0
protein-35325,0
protein-5963,1
protein-25,0
protein-2452,0
protein-26627,1
protein-56673,0
protein-22379,1
protein-56606,0
protein-9132,1
protein-13163,1
protein-46611,1
protein-6142,1
protein-10041,0
protein-8883,1
protein-50278,1
protein-29252,1
protein-7308,1
protein-20302,1
protein-61024,1
protein-49389,0
protein-62330,0
protein-37464,0
protein-301,0
protein-50680,0
protein-64141,0
protein-58781,1
protein-25889,1
protein-53072,0
protein-21291,1
protein-6782,1
protein-17579,0
protein-11812,1
protein-51808,1
protein-18097,0
protein-14907,0
protein-6752,1
protein-22065,0
protein-28948,1
protein-29092,0
protein-53892,0
protein-58971,1
protein-51434,1
protein-3079,1
protein-36318,0
protein-3210,0
protein-17638,0
protein-7467,1
protein-47176,0
protein-33208,0
protein-10317,1
protein-30352,0
protein-21978,0
protein-6892,1
protein-31945,0
protein-28915,1
protein-54453,1
protein-44935,1
protein-12191,1
protein-6775,1
protein-57980,0
protein-69,0
protein-13176,1
protein-61674,1
protein-31013,0
protein-53391,1
protein-63872,0
protein-16193,0
protein-55211,1
protein-35138,0
protein-30354,0
protein-7313,1
protein-17058,0
protein-27925,1
protein-4280,1
protein-15379,1
protein-42895,0
protein-19955,0
protein-45261,1
protein-33865,0
protein-1983,0
protein-49368,0
protein-29754,1
protein-47564,0
protein-7967,1
protein-12216,1
protein-11625,1
protein-54645,1
protein-6799,1
protein-9141,1
